id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
1628,Gary,Odonnell,gary.odonnell.1628@gslingacademy.com,male,Photography,FALSE,1,TRUE,25,Lawyer,76,87,98,88,94,86,87,64,46,86,86,13,Auditory,Medical
1629,Ann,Scott,ann.scott.1629@gslingacademy.com,female,Coding & Programming,FALSE,2,FALSE,22,Stock Investor,91,93,82,81,95,91,49,70,97,27,62,12,Auditory,Technology
1630,Jessica,Jackson,jessica.jackson.1630@gslingacademy.com,female,Cooking & Baking,FALSE,8,TRUE,1,Business Owner,70,98,51,51,96,96,96,70,72,96,13,86,Reading/Writing,Arts
1631,Lauren,Morrison,lauren.morrison.1631@gslingacademy.com,female,Writing & Blogging,FALSE,5,FALSE,26,Doctor,90,92,95,85,93,69,34,65,51,69,42,85,Kinesthetic,Medical
1632,Alexander,Brown,alexander.brown.1632@gslingacademy.com,male,Acting & Theatre,FALSE,9,FALSE,3,Business Owner,93,83,61,95,70,93,12,65,13,23,46,59,Kinesthetic,Arts
1633,Thomas,Smith,thomas.smith.1633@gslingacademy.com,male,Photography,TRUE,7,FALSE,12,Unknown,61,99,66,99,100,70,24,60,26,81,39,88,Auditory,Medical
1634,Jonathan,Torres,jonathan.torres.1634@gslingacademy.com,male,Sports,FALSE,1,FALSE,1,Business Owner,51,69,85,61,59,81,38,63,60,44,23,41,Reading/Writing,Medical
1635,Robin,Daniel,robin.daniel.1635@gslingacademy.com,female,Acting & Theatre,FALSE,4,TRUE,18,Unknown,91,72,69,88,92,61,39,76,67,41,55,16,Reading/Writing,Medical
1636,Anthony,Peterson,anthony.peterson.1636@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,27,Accountant,96,64,76,97,81,87,45,99,32,10,94,56,Auditory,Arts
1637,Ashley,Blankenship,ashley.blankenship.1637@gslingacademy.com,female,Dance,FALSE,5,FALSE,24,Software Engineer,93,75,84,66,74,99,38,66,67,49,18,28,Reading/Writing,Technology
1638,Jennifer,Stewart,jennifer.stewart.1638@gslingacademy.com,female,Coding & Programming,FALSE,1,TRUE,19,Unknown,70,96,60,87,92,63,52,95,25,58,51,17,Reading/Writing,Medical
1639,James,Compton,james.compton.1639@gslingacademy.com,male,Cooking & Baking,FALSE,2,FALSE,47,Doctor,90,90,93,87,93,99,94,100,64,96,16,39,Visual,Medical
1640,David,Bates,david.bates.1640@gslingacademy.com,male,Cooking & Baking,FALSE,1,FALSE,11,Unknown,69,78,80,60,76,86,57,96,62,76,28,21,Visual,Arts
1641,Stephanie,Green,stephanie.green.1641@gslingacademy.com,female,Sports,FALSE,2,FALSE,29,Software Engineer,89,90,72,98,96,84,25,87,86,97,18,87,Kinesthetic,Medical
1642,Garrett,Nichols,garrett.nichols.1642@gslingacademy.com,male,Public Speaking & Debating,FALSE,2,TRUE,14,Software Engineer,86,99,90,61,66,96,33,87,10,83,38,27,Auditory,Arts
1643,Erica,Lopez,erica.lopez.1643@gslingacademy.com,female,Music,FALSE,5,FALSE,4,Artist,80,61,89,98,73,90,18,88,88,37,65,20,Kinesthetic,Technology
1644,Lisa,Benitez,lisa.benitez.1644@gslingacademy.com,female,Photography,FALSE,4,FALSE,15,Software Engineer,93,77,85,95,60,99,51,67,19,16,45,16,Auditory,Medical
1645,Cheryl,Gutierrez,cheryl.gutierrez.1645@gslingacademy.com,female,Acting & Theatre,FALSE,5,FALSE,32,Software Engineer,87,91,86,96,65,77,58,83,14,32,33,96,Auditory,Arts
1646,Stephen,Hawkins,stephen.hawkins.1646@gslingacademy.com,male,Volunteering & Social Work,FALSE,7,FALSE,33,Stock Investor,86,88,96,86,87,99,63,80,18,98,66,94,Auditory,Medical
1647,Natalie,Williams,natalie.williams.1647@gslingacademy.com,female,Traveling,FALSE,4,TRUE,29,Software Engineer,87,80,97,98,91,64,42,97,26,50,37,35,Auditory,Medical
1648,Anthony,Arnold,anthony.arnold.1648@gslingacademy.com,male,Coding & Programming,FALSE,2,FALSE,31,Lawyer,96,83,97,100,85,92,19,69,67,20,25,91,Kinesthetic,Medical
1649,Deanna,Coleman,deanna.coleman.1649@gslingacademy.com,female,Reading Books,FALSE,5,FALSE,29,Lawyer,90,89,70,90,83,82,92,87,82,93,64,29,Auditory,Technology
1650,Lisa,Barber,lisa.barber.1650@gslingacademy.com,female,Gaming,TRUE,5,FALSE,0,Business Owner,89,65,65,91,76,91,86,92,100,71,94,93,Reading/Writing,Technology
1651,Stephanie,Miller,stephanie.miller.1651@gslingacademy.com,female,Writing & Blogging,TRUE,6,FALSE,1,Business Owner,98,62,75,72,81,73,64,93,39,81,83,85,Reading/Writing,Arts
1652,Amy,White,amy.white.1652@gslingacademy.com,female,Acting & Theatre,FALSE,3,FALSE,42,Doctor,99,100,87,96,93,92,98,88,76,88,88,65,Visual,Arts
1653,Beverly,Chavez,beverly.chavez.1653@gslingacademy.com,female,Cooking & Baking,TRUE,9,TRUE,2,Business Owner,99,65,100,93,91,60,83,83,43,29,42,24,Auditory,Medical
1654,Richard,Cortez,richard.cortez.1654@gslingacademy.com,male,Gaming,FALSE,3,FALSE,1,Real Estate Developer,55,81,72,100,87,85,67,94,63,58,58,92,Visual,Medical
1655,Kevin,Morgan,kevin.morgan.1655@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,1,FALSE,11,Government Officer,86,87,64,74,60,89,10,84,42,41,100,89,Kinesthetic,Arts
1656,Emily,Hebert,emily.hebert.1656@gslingacademy.com,female,Public Speaking & Debating,TRUE,4,FALSE,18,Software Engineer,89,65,60,70,86,62,57,74,39,90,24,73,Visual,Medical
1657,Lori,Roberts,lori.roberts.1657@gslingacademy.com,female,Dance,FALSE,2,TRUE,35,Software Engineer,94,97,90,93,85,95,63,92,50,27,61,30,Auditory,Arts
1658,Robert,Kirby,robert.kirby.1658@gslingacademy.com,male,Coding & Programming,FALSE,1,FALSE,1,Game Developer,85,61,100,75,70,89,34,80,65,64,11,76,Auditory,Technology
1659,Eric,Ross,eric.ross.1659@gslingacademy.com,male,Acting & Theatre,TRUE,0,FALSE,12,Unknown,78,70,90,68,90,87,28,77,60,35,37,13,Visual,Medical
1660,Rachael,Perry,rachael.perry.1660@gslingacademy.com,female,Music,FALSE,2,FALSE,21,Banker,75,67,64,80,79,77,28,80,47,10,54,100,Reading/Writing,Arts
1661,Kenneth,Gallagher,kenneth.gallagher.1661@gslingacademy.com,male,Sports,FALSE,2,TRUE,18,Construction Engineer,82,61,89,88,74,78,89,72,14,47,36,93,Auditory,Medical
1662,Thomas,Scott,thomas.scott.1662@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,6,FALSE,5,Business Owner,41,53,64,62,79,50,50,65,22,24,16,85,Reading/Writing,Medical
1663,Elizabeth,Jones,elizabeth.jones.1663@gslingacademy.com,female,Acting & Theatre,FALSE,5,FALSE,2,Business Owner,44,79,83,50,52,79,89,96,95,47,10,89,Auditory,Arts
1664,Matthew,Bartlett,matthew.bartlett.1664@gslingacademy.com,male,Writing & Blogging,FALSE,5,TRUE,27,Lawyer,81,94,61,86,72,97,83,82,34,71,31,94,Reading/Writing,Arts
1665,Kendra,Perez,kendra.perez.1665@gslingacademy.com,female,Painting & Drawing,TRUE,6,FALSE,18,Banker,77,90,74,65,100,76,21,80,15,88,94,97,Auditory,Arts
1666,Daniel,Brewer,daniel.brewer.1666@gslingacademy.com,male,Cooking & Baking,FALSE,2,FALSE,28,Software Engineer,97,97,70,94,66,83,50,66,39,66,96,69,Kinesthetic,Arts
1667,Cody,Tyler,cody.tyler.1667@gslingacademy.com,male,Public Speaking & Debating,FALSE,5,FALSE,1,Business Owner,66,83,79,65,57,61,100,86,88,64,39,17,Auditory,Technology
1668,Nicholas,Conrad,nicholas.conrad.1668@gslingacademy.com,male,Sports,FALSE,7,FALSE,42,Doctor,91,96,96,90,97,85,39,98,14,70,49,21,Kinesthetic,Medical
1669,Emma,Morris,emma.morris.1669@gslingacademy.com,female,Dance,FALSE,8,FALSE,21,Accountant,76,84,95,66,84,74,49,64,31,22,37,46,Kinesthetic,Arts
1670,David,Brown,david.brown.1670@gslingacademy.com,male,Gaming,FALSE,4,FALSE,31,Software Engineer,97,93,60,90,85,72,72,83,69,96,77,63,Reading/Writing,Technology
1671,Charlotte,Zuniga,charlotte.zuniga.1671@gslingacademy.com,female,Sports,FALSE,8,FALSE,34,Lawyer,83,94,93,62,92,98,57,94,20,87,87,42,Visual,Arts
1672,Luis,Knight,luis.knight.1672@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,TRUE,5,Real Estate Developer,98,83,93,73,100,82,11,81,34,15,76,85,Reading/Writing,Medical
1673,Matthew,Moore,matthew.moore.1673@gslingacademy.com,male,Public Speaking & Debating,FALSE,3,FALSE,46,Doctor,91,88,88,91,85,95,11,88,94,97,36,87,Kinesthetic,Technology
1674,Jennifer,Chan,jennifer.chan.1674@gslingacademy.com,female,Reading Books,FALSE,3,FALSE,9,Government Officer,82,84,93,89,88,76,49,98,51,11,26,81,Auditory,Medical
1675,Christopher,Evans,christopher.evans.1675@gslingacademy.com,male,Public Speaking & Debating,FALSE,5,FALSE,26,Lawyer,77,86,62,85,72,98,63,90,65,10,41,77,Auditory,Arts
1676,Tara,Haynes,tara.haynes.1676@gslingacademy.com,female,Traveling,FALSE,3,FALSE,31,Software Engineer,95,98,76,61,87,72,85,100,25,22,85,15,Auditory,Arts
1677,Jason,Flores,jason.flores.1677@gslingacademy.com,male,Gaming,FALSE,4,FALSE,27,Writer,80,76,71,62,92,99,89,77,45,19,68,94,Visual,Arts
1678,David,Flores,david.flores.1678@gslingacademy.com,male,Public Speaking & Debating,TRUE,7,FALSE,28,Software Engineer,89,79,97,61,64,79,10,72,78,68,99,28,Kinesthetic,Technology
1679,Patricia,Rivera,patricia.rivera.1679@gslingacademy.com,female,Coding & Programming,FALSE,3,TRUE,5,Government Officer,69,87,91,82,86,77,83,80,60,97,77,20,Auditory,Medical
1680,Alexis,Freeman,alexis.freeman.1680@gslingacademy.com,female,Painting & Drawing,FALSE,2,FALSE,4,Business Owner,76,72,58,66,66,62,87,60,66,42,39,97,Auditory,Arts
1681,Scott,Baxter,scott.baxter.1681@gslingacademy.com,male,Painting & Drawing,FALSE,1,FALSE,33,Doctor,85,97,95,97,98,84,81,94,64,59,38,68,Reading/Writing,Medical
1682,Kyle,Rubio,kyle.rubio.1682@gslingacademy.com,male,Gaming,FALSE,3,FALSE,16,Banker,79,100,72,89,68,99,79,76,25,83,95,12,Visual,Arts
1683,Nancy,Montes,nancy.montes.1683@gslingacademy.com,female,Sports,FALSE,1,FALSE,15,Teacher,85,76,63,62,74,82,56,96,27,50,34,17,Visual,Arts
1684,Andre,Graham,andre.graham.1684@gslingacademy.com,male,Sports,FALSE,7,FALSE,10,Government Officer,78,69,87,93,83,94,24,75,49,89,93,24,Reading/Writing,Medical
1685,Christine,Rivera,christine.rivera.1685@gslingacademy.com,female,Music,FALSE,0,TRUE,18,Unknown,62,91,86,88,80,62,88,75,85,54,19,79,Reading/Writing,Arts
1686,William,Holt,william.holt.1686@gslingacademy.com,male,Music,FALSE,1,FALSE,12,Stock Investor,93,86,61,71,98,79,21,87,30,39,94,74,Auditory,Arts
1687,Tammy,Morris,tammy.morris.1687@gslingacademy.com,female,Music,FALSE,3,FALSE,25,Banker,94,76,100,60,80,94,91,61,49,88,35,15,Auditory,Technology
1688,Kimberly,Bates,kimberly.bates.1688@gslingacademy.com,female,Volunteering & Social Work,FALSE,3,FALSE,23,Banker,95,83,94,83,75,99,89,75,12,69,78,32,Auditory,Medical
1689,Sheena,Murphy,sheena.murphy.1689@gslingacademy.com,female,Writing & Blogging,FALSE,6,FALSE,8,Real Estate Developer,81,67,93,65,87,84,21,79,52,55,28,99,Auditory,Arts
1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,Painting & Drawing,FALSE,4,FALSE,32,Accountant,87,100,60,99,45,73,98,86,73,78,40,41,Reading/Writing,Arts
1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,Painting & Drawing,TRUE,10,FALSE,0,Business Owner,55,86,54,78,55,60,98,88,26,22,61,33,Visual,Arts
1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,Acting & Theatre,FALSE,8,FALSE,0,Business Owner,77,71,68,53,70,72,49,69,99,23,36,77,Reading/Writing,Arts
1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,Dance,FALSE,1,FALSE,6,Stock Investor,82,79,60,80,65,64,92,71,70,68,60,77,Visual,Arts
1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,Music,FALSE,6,FALSE,5,Artist,81,97,88,81,63,88,70,67,49,17,24,64,Auditory,Arts
1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,Sports,FALSE,0,FALSE,16,Software Engineer,99,70,86,61,70,90,65,66,93,29,39,81,Visual,Technology
1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,Traveling,FALSE,5,TRUE,4,Real Estate Developer,87,77,64,84,84,94,56,80,68,65,34,42,Kinesthetic,Medical
1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,Sports,TRUE,8,FALSE,2,Business Owner,94,62,100,87,91,89,11,93,62,67,43,74,Visual,Medical
1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,35,Unknown,98,92,91,89,95,92,17,90,59,52,40,11,Kinesthetic,Medical
1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,Photography,FALSE,2,TRUE,34,Lawyer,97,89,76,61,91,91,64,70,26,29,57,97,Kinesthetic,Arts
1700,Nicole,Weeks,nicole.weeks.1700@gslingacademy.com,female,Writing & Blogging,FALSE,1,FALSE,7,Designer,83,81,70,90,73,89,59,87,41,17,16,37,Auditory,Arts
1701,Ricky,Walker,ricky.walker.1701@gslingacademy.com,male,Dance,FALSE,0,FALSE,14,Construction Engineer,92,92,92,66,90,68,73,66,59,22,89,73,Auditory,Arts
1702,Whitney,Walls,whitney.walls.1702@gslingacademy.com,female,Acting & Theatre,FALSE,1,FALSE,24,Doctor,100,74,80,84,85,82,11,74,55,13,42,91,Reading/Writing,Arts
1703,Catherine,May,catherine.may.1703@gslingacademy.com,female,Reading Books,FALSE,4,FALSE,25,Software Engineer,86,69,79,85,63,82,84,77,20,80,49,37,Visual,Medical
1704,Joel,Williams,joel.williams.1704@gslingacademy.com,male,Music,FALSE,8,FALSE,3,Business Owner,48,80,73,67,84,99,57,83,59,42,82,66,Reading/Writing,Arts
1705,Daisy,Ellis,daisy.ellis.1705@gslingacademy.com,female,Reading Books,TRUE,7,TRUE,0,Business Owner,69,56,71,84,52,71,75,88,93,95,91,70,Visual,Technology
1706,Deborah,Miller,deborah.miller.1706@gslingacademy.com,female,Traveling,FALSE,2,FALSE,33,Unknown,73,84,97,64,87,82,52,70,75,24,87,16,Kinesthetic,Medical
1707,David,Hoffman,david.hoffman.1707@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,FALSE,12,Unknown,82,81,78,95,60,88,79,72,83,41,30,32,Reading/Writing,Technology
1708,Rebecca,Pearson,rebecca.pearson.1708@gslingacademy.com,female,Painting & Drawing,FALSE,3,TRUE,1,Artist,90,96,89,88,94,73,97,77,68,11,68,76,Kinesthetic,Medical
1709,Mitchell,Walker,mitchell.walker.1709@gslingacademy.com,male,Coding & Programming,FALSE,5,TRUE,19,Stock Investor,85,66,61,85,75,94,60,76,23,86,83,35,Auditory,Medical
1710,James,Sherman,james.sherman.1710@gslingacademy.com,male,Music,FALSE,2,FALSE,2,Designer,82,73,64,95,87,73,98,99,25,83,54,22,Kinesthetic,Arts
1711,Justin,Johnson,justin.johnson.1711@gslingacademy.com,male,Volunteering & Social Work,FALSE,4,FALSE,3,Game Developer,80,61,96,89,96,61,72,80,83,22,60,85,Kinesthetic,Medical
1712,Brenda,Morales,brenda.morales.1712@gslingacademy.com,female,Dance,FALSE,10,TRUE,1,Business Owner,41,53,98,67,61,83,76,97,84,66,76,40,Visual,Arts
1713,Jesse,Melton,jesse.melton.1713@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,1,FALSE,48,Doctor,99,93,88,92,99,94,45,95,86,89,53,14,Kinesthetic,Medical
1714,Jon,Mendoza,jon.mendoza.1714@gslingacademy.com,male,Volunteering & Social Work,FALSE,2,FALSE,32,Lawyer,95,95,92,61,63,81,87,100,77,89,10,15,Auditory,Technology
1715,Samantha,Anderson,samantha.anderson.1715@gslingacademy.com,female,Acting & Theatre,FALSE,6,FALSE,1,Unknown,76,69,100,88,65,96,44,70,93,15,61,35,Auditory,Technology
1716,Lindsay,Love,lindsay.love.1716@gslingacademy.com,female,Photography,FALSE,1,FALSE,22,Doctor,91,92,81,98,88,76,96,99,17,29,66,35,Reading/Writing,Medical
1717,John,Benson,john.benson.1717@gslingacademy.com,male,Coding & Programming,FALSE,5,FALSE,16,Banker,98,75,69,65,67,79,20,72,11,46,78,98,Auditory,Arts
1718,Isaiah,Cruz,isaiah.cruz.1718@gslingacademy.com,male,Sports,TRUE,6,FALSE,15,Construction Engineer,90,71,93,73,80,78,93,69,59,51,48,69,Visual,Technology
1719,Brian,Baker,brian.baker.1719@gslingacademy.com,male,Writing & Blogging,FALSE,3,TRUE,26,Software Engineer,85,68,73,94,88,86,57,77,35,86,97,65,Reading/Writing,Medical
1720,Joshua,Dillon,joshua.dillon.1720@gslingacademy.com,male,Sports,FALSE,5,FALSE,46,Doctor,100,97,94,87,89,91,77,100,48,95,33,19,Auditory,Medical
1721,Christopher,Stephens,christopher.stephens.1721@gslingacademy.com,male,Volunteering & Social Work,TRUE,4,FALSE,31,Scientist,77,81,80,95,80,74,62,80,19,67,76,46,Kinesthetic,Medical
1722,Kimberly,Shaw,kimberly.shaw.1722@gslingacademy.com,female,Public Speaking & Debating,FALSE,10,FALSE,4,Business Owner,92,98,60,74,63,89,71,80,51,29,34,27,Kinesthetic,Arts
1723,Colleen,Vargas,colleen.vargas.1723@gslingacademy.com,female,Dance,FALSE,9,FALSE,5,Business Owner,53,87,60,94,93,65,68,88,29,89,27,50,Reading/Writing,Arts
1724,Mark,Mathews,mark.mathews.1724@gslingacademy.com,male,Photography,FALSE,6,FALSE,21,Accountant,79,74,78,97,87,85,20,79,45,61,28,44,Visual,Medical
1725,Teresa,Lopez,teresa.lopez.1725@gslingacademy.com,female,Music,FALSE,2,FALSE,26,Designer,85,89,72,80,99,94,14,90,82,50,87,65,Reading/Writing,Arts
1726,Laura,Allen,laura.allen.1726@gslingacademy.com,female,Photography,FALSE,1,FALSE,3,Artist,99,85,60,81,75,78,40,78,75,18,63,74,Kinesthetic,Technology
1727,Lisa,Sosa,lisa.sosa.1727@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,1,TRUE,11,Banker,99,91,73,77,81,75,44,90,84,58,91,79,Auditory,Arts
1728,Drew,Nelson,drew.nelson.1728@gslingacademy.com,male,Dance,FALSE,6,FALSE,5,Business Owner,65,68,74,50,98,60,11,83,80,78,58,47,Auditory,Arts
1729,Kimberly,Brooks,kimberly.brooks.1729@gslingacademy.com,female,Painting & Drawing,FALSE,8,TRUE,19,Software Engineer,94,83,72,63,65,63,46,74,34,20,92,51,Visual,Arts
1730,Carla,Lopez,carla.lopez.1730@gslingacademy.com,female,Cooking & Baking,TRUE,7,FALSE,3,Business Owner,73,52,89,85,74,66,39,79,15,79,46,26,Kinesthetic,Medical
1731,Keith,Smith,keith.smith.1731@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,5,FALSE,15,Software Engineer,85,76,61,93,98,87,99,67,26,11,27,62,Visual,Medical
1732,Eric,Erickson,eric.erickson.1732@gslingacademy.com,male,Volunteering & Social Work,FALSE,4,FALSE,32,Lawyer,87,82,74,77,100,93,53,65,43,74,78,90,Visual,Medical
1733,Juan,Baker,juan.baker.1733@gslingacademy.com,male,Public Speaking & Debating,TRUE,5,FALSE,4,Business Owner,77,58,90,72,75,88,60,90,87,50,38,71,Visual,Technology
1734,Kyle,Harrison,kyle.harrison.1734@gslingacademy.com,male,Sports,FALSE,1,FALSE,31,Scientist,85,60,92,92,85,62,23,84,34,50,97,16,Visual,Medical
1735,Duane,Meyers,duane.meyers.1735@gslingacademy.com,male,Dance,FALSE,2,FALSE,19,Software Engineer,91,69,90,76,79,80,64,82,99,42,71,21,Auditory,Technology
1736,Marissa,May,marissa.may.1736@gslingacademy.com,female,Acting & Theatre,FALSE,1,FALSE,16,Software Engineer,86,96,83,78,71,78,81,75,85,86,90,85,Auditory,Arts
1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,Cooking & Baking,FALSE,1,FALSE,29,Lawyer,78,80,72,65,90,99,66,95,91,97,92,32,Visual,Arts
1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,Music,FALSE,3,FALSE,26,Lawyer,71,92,92,96,81,81,52,85,27,87,40,46,Visual,Arts
1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,Dance,TRUE,4,FALSE,27,Lawyer,72,85,92,83,84,96,99,81,57,74,65,89,Visual,Arts
1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,35,Software Engineer,88,92,88,100,89,94,82,87,76,32,80,15,Visual,Arts
1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,Music,FALSE,5,FALSE,26,Unknown,68,100,94,69,93,64,67,93,11,73,79,87,Visual,Arts
1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,Acting & Theatre,TRUE,2,FALSE,28,Doctor,81,75,94,93,87,77,80,67,71,91,14,80,Auditory,Medical
1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,Sports,TRUE,1,FALSE,32,Banker,92,69,92,91,82,89,78,69,49,30,13,88,Reading/Writing,Medical
1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,Coding & Programming,FALSE,0,FALSE,33,Accountant,84,64,82,81,85,84,10,89,95,15,23,33,Visual,Technology
1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,TRUE,18,Stock Investor,89,60,82,90,96,67,19,68,49,91,50,97,Auditory,Medical
1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,18,Software Engineer,94,66,84,92,71,81,27,99,29,86,40,53,Auditory,Medical
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,Painting & Drawing,FALSE,1,TRUE,9,Unknown,64,89,91,99,60,98,25,93,95,90,11,78,Auditory,Arts
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,Traveling,TRUE,5,FALSE,25,Stock Investor,81,88,85,90,93,62,41,96,31,33,13,75,Visual,Medical
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,Coding & Programming,FALSE,1,TRUE,18,Teacher,80,93,89,79,89,93,21,100,99,51,13,78,Auditory,Arts
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,Dance,FALSE,4,FALSE,3,Unknown,75,65,66,79,91,82,79,72,14,81,34,23,Visual,Medical
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,Sports,FALSE,4,TRUE,34,Lawyer,87,90,98,90,83,94,71,84,26,57,51,85,Visual,Medical
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,Acting & Theatre,FALSE,7,FALSE,4,Business Owner,58,50,73,54,94,51,53,74,35,84,65,81,Kinesthetic,Medical
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,Photography,FALSE,3,FALSE,14,Government Officer,60,90,87,91,78,77,75,82,51,24,24,50,Reading/Writing,Medical
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,Dance,TRUE,5,FALSE,8,Real Estate Developer,91,70,88,68,88,63,50,68,13,77,49,54,Reading/Writing,Medical
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,Writing & Blogging,FALSE,3,FALSE,35,Scientist,95,97,89,97,99,85,47,92,70,98,12,60,Visual,Arts
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,Traveling,FALSE,3,FALSE,2,Artist,70,100,92,73,67,68,70,76,19,76,90,13,Kinesthetic,Arts
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,Cooking & Baking,FALSE,2,FALSE,27,Lawyer,76,100,94,81,60,85,30,73,87,63,79,86,Auditory,Arts
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,Volunteering & Social Work,FALSE,5,FALSE,20,Accountant,79,65,78,65,57,99,48,92,65,58,15,20,Reading/Writing,Arts
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,Painting & Drawing,FALSE,4,FALSE,21,Software Engineer,92,96,92,63,73,60,31,81,18,42,44,95,Reading/Writing,Arts
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,Acting & Theatre,FALSE,5,FALSE,6,Government Officer,89,73,71,97,78,99,35,60,29,51,62,44,Reading/Writing,Medical
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,Dance,FALSE,3,FALSE,18,Banker,85,95,77,71,75,95,23,94,21,25,50,62,Auditory,Arts
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,2,FALSE,7,Real Estate Developer,92,66,88,91,61,84,86,69,75,91,96,53,Kinesthetic,Technology
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,Music,FALSE,2,FALSE,24,Software Engineer,87,63,79,81,95,75,100,64,33,45,58,62,Visual,Medical
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,Reading Books,FALSE,5,FALSE,21,Accountant,77,77,97,66,87,73,82,75,19,94,55,57,Visual,Medical
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,Photography,FALSE,10,FALSE,2,Business Owner,73,56,59,62,58,83,70,80,42,76,39,18,Reading/Writing,Arts
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,Acting & Theatre,TRUE,0,FALSE,34,Lawyer,91,85,81,93,100,87,52,77,63,65,76,77,Kinesthetic,Medical
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,Writing & Blogging,FALSE,7,TRUE,0,Business Owner,76,96,89,83,78,54,44,61,19,23,94,63,Reading/Writing,Arts
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,Coding & Programming,FALSE,4,FALSE,17,Software Engineer,86,70,94,96,74,67,66,60,100,44,26,16,Visual,Technology
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,Sports,FALSE,5,FALSE,10,Banker,81,77,88,92,65,92,84,87,15,37,18,55,Kinesthetic,Arts
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,Coding & Programming,FALSE,4,TRUE,35,Lawyer,98,88,88,89,90,90,91,90,28,60,67,46,Reading/Writing,Medical
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,FALSE,27,Software Engineer,88,67,96,70,66,76,28,71,42,41,11,32,Kinesthetic,Technology
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,Coding & Programming,FALSE,2,TRUE,30,Scientist,85,83,94,100,89,68,27,89,10,36,44,42,Visual,Medical
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,Music,FALSE,2,FALSE,35,Lawyer,90,89,96,94,100,88,17,85,82,29,18,69,Kinesthetic,Medical
